"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX2788322","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169892","","117.77","1","567019","283509500","cs151","AMPLICON","METAGENOMIC","PCR"
"SRX2788321","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169891","","141.82","1","691892","345946000","cs139","AMPLICON","METAGENOMIC","PCR"
"SRX2788320","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169890","","176.5","1","799235","399617500","cs138","AMPLICON","METAGENOMIC","PCR"
"SRX2788319","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169889","","158.8","1","709724","354862000","cs103","AMPLICON","METAGENOMIC","PCR"
"SRX2788318","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169888","","208.12","1","1020606","510303000","cb99","AMPLICON","METAGENOMIC","PCR"
"SRX2788317","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169887","","98.25","1","923903","232814040","cb97","AMPLICON","METAGENOMIC","PCR"
"SRX2788316","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169886","","182.44","1","897179","448589500","cb89","AMPLICON","METAGENOMIC","PCR"
"SRX2788315","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169885","","160.09","1","784407","392203500","cs51","AMPLICON","METAGENOMIC","PCR"
"SRX2788314","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169884","","218.88","1","1076791","538395500","cs49","AMPLICON","METAGENOMIC","PCR"
"SRX2788313","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169883","","142.2","1","1244546","313204750","cb88","AMPLICON","METAGENOMIC","PCR"
"SRX2788312","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169882","","101.4","1","503394","251697000","cb138","AMPLICON","METAGENOMIC","PCR"
"SRX2788311","Amplicon-seq of gut microbiota: Homo Sapiens","human gut metagenome","Illumina MiSeq","National centre for cell science","SRP106586","Small Intestinal And Faecal Microbiota Of Adult Celiac Patients And First-Degree Relatives.","SRS2169881","","199.72","1","981889","490944500","cb103","AMPLICON","METAGENOMIC","PCR"
